sfdc_id	duplicate_count	most_recent_insert	oldest_insert	property_names	property_statuses	short_ids
a01Dn00000HHSxDIAX	2	2025-05-20T18:39:53.000Z	2023-05-18T16:00:34.000Z	"[""The Adeline"",""Modera Glendale""]"	"[""ACTIVE"",""DISABLED""]"	"[""7Q2wlqVQ8O"",""cUaadR9Hqh""]"
a01Dn00000HHtF7IAL	2	2025-05-20T18:36:01.000Z	2025-05-01T14:47:33.000Z	"[""Waters Edge - IDV ONLY"",""Waters Edge-100808""]"	"[""ACTIVE"",""ACTIVE""]"	"[""2xHWIXFwNG"",""2feaec6f71""]"
a01UL000000c76vYAA	2	2025-05-20T00:19:42.000Z	2023-11-14T16:45:01.000Z	"[""Byron-101089"",""Byron""]"	"[""DISABLED"",""ACTIVE""]"	"[""d279ac186a"",""UZCGrUAURT""]"
a01Dn00000HHe6mIAD	2	2025-05-19T22:12:18.000Z	2022-11-29T23:17:36.000Z	"[""Allure at Southpark - MS"",""Allure""]"	"[""ACTIVE"",""DISABLED""]"	"[""XhEgBSDm0X"",""nDXpfd6XPJ""]"
a01Dn00000HHw4gIAD	2	2025-05-19T17:48:17.000Z	2022-10-31T23:02:26.000Z	"[""Terrano Phase II"",""Terrano at Dos Lagos""]"	"[""ACTIVE"",""ACTIVE""]"	"[""iV9wGR5kEk"",""bLOVLbSv3G""]"
a01Dn00000HHL8IIAX	4	2025-05-19T17:46:37.000Z	2023-03-13T14:09:06.000Z	"[""Cottages at Summer Creek-100108"",""Cottages at Summer Creek"",""Cottages at Summer Creek"",""Cottages at Summer Creek""]"	"[""DISABLED"",""DISABLED"",""ACTIVE"",""DISABLED""]"	"[""678710900f"",""5oRXRivRfs"",""9mUDF5owxD"",""HQB0JHeoIS""]"
a01Dn00000HHOmaIAH	4	2025-05-17T15:57:41.000Z	2022-04-29T20:22:51.000Z	"[""Guild - Guarantor"",""Guild - Affordable"",""Guild"",""Guild""]"	"[""DISABLED"",""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""218c68b6f3"",""d507ecf2ba"",""44aff31f98"",""ZgtyCpbI9i""]"
a01Dn00000HJXGxIAP	2	2025-05-16T17:13:35.000Z	2023-07-18T23:46:11.000Z	"[""Azalea"",""Azalea""]"	"[""ACTIVE"",""DISABLED""]"	"[""G8J8h7DGRE"",""JV9VmmkAsI""]"
a01UL000001aZJhYAM	2	2025-05-16T17:13:12.000Z	2023-02-07T18:53:41.000Z	"[""The Lodge at Overland"",""The Lodge at Overland""]"	"[""ACTIVE"",""DISABLED""]"	"[""8IbL4Pg2eP"",""c9H5HpE5je""]"
a01UL000009L1OxYAK	2	2025-05-16T17:12:14.000Z	2024-07-15T18:40:33.000Z	"[""The Hallon II"",""The Hallon II""]"	"[""ACTIVE"",""DISABLED""]"	"[""qpo6PZr4iY"",""jdOQiLcgSs""]"
a01UL000001adlRYAQ	2	2025-05-16T17:11:53.000Z	2023-05-17T23:39:39.000Z	"[""The Hallon"",""Hallon I""]"	"[""ACTIVE"",""ACTIVE""]"	"[""ZTSn7uJcuR"",""k1MvQ9Y6cu""]"
a01UL000001a4uFYAQ	2	2025-05-16T17:11:36.000Z	2023-04-26T22:47:17.000Z	"[""Aurilla"",""The Aurilla""]"	"[""ACTIVE"",""ACTIVE""]"	"[""fFfDojDvrv"",""YvjkgxpsnO""]"
a01Dn00000HHsfXIAT	2	2025-05-16T17:11:16.000Z	2022-10-05T17:36:58.000Z	"[""Velo Village"",""Velo Village""]"	"[""ACTIVE"",""DISABLED""]"	"[""hw2ZJpfQDH"",""EGYg6kGsxr""]"
a01Dn00000HHUSJIA5	2	2025-05-16T17:11:00.000Z	2022-10-05T17:12:16.000Z	"[""Park 205"",""Park 205""]"	"[""ACTIVE"",""DISABLED""]"	"[""Xl5JFqYo9I"",""oZ5lRHbg3h""]"
a01Dn00000HHN1pIAH	3	2025-05-16T16:25:01.000Z	2022-08-03T20:26:31.000Z	"[""Eve At The District"",""Eve at the District"",""Eve at the District - Guarantor""]"	"[""DISABLED"",""ACTIVE"",""ACTIVE""]"	"[""4tpJcNVVRF"",""8b4bb146eb"",""b46a8c4efe""]"
a01UL00000KCn7vYAD	2	2025-05-16T15:26:03.000Z	2025-04-18T22:16:34.000Z	"[""Annex-100808"",""Annex - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""32a6cbca34"",""XWmiMPed0R""]"
a01Dn00000HHtItIAL	3	2025-05-15T22:28:21.000Z	2021-08-17T21:27:12.000Z	"[""The Wayford at Concord - MS"",""Wayford at Concord"",""Wayford at Concord""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""93OTMgnKhh"",""1cHkAreNfT"",""RZJDywJxB2""]"
a01Dn00000HHr2WIAT	4	2025-05-15T15:16:49.000Z	2024-07-09T22:43:50.000Z	"[""St. James Crossing"",""St. James Crossing - Guarantor"",""St. James Crossing - Affordable"",""St. James Crossing""]"	"[""DISABLED"",""DISABLED"",""DISABLED"",""ACTIVE""]"	"[""f5db215b8a"",""895a893da9"",""7d40f3529c"",""7ESrOwIvdu""]"
a01Dn00000HHsvqIAD	2	2025-05-15T14:47:44.000Z	2020-06-19T17:55:10.000Z	"[""Warner Villa"",""Villas at Woodland Hills""]"	"[""DISABLED"",""ACTIVE""]"	"[""ehTASiREmV"",""ffhIqhliSx""]"
a01Dn00000HHmRuIAL	4	2025-05-15T14:09:00.000Z	2022-07-06T19:56:07.000Z	"[""Northshore - Guarantor"",""Northshore - Affordable"",""Northshore"",""Northshore""]"	"[""ACTIVE"",""ACTIVE"",""ACTIVE"",""DISABLED""]"	"[""c5da6d320a"",""9ea1f6c85a"",""d612522af2"",""aGEzHweCir""]"
a01UL00000El7xGYAR	2	2025-05-14T22:49:02.000Z	2025-01-17T00:12:05.000Z	"[""Blue Heron - IDV ONLY"",""Blue Heron Pointe-100808""]"	"[""ACTIVE"",""ACTIVE""]"	"[""gK3ExHW7oM"",""f6b7c94c6a""]"
a01Dn00000HHn2KIAT	2	2025-05-14T20:47:44.000Z	2024-10-17T12:59:00.000Z	"[""LYNX Gate City"",""Park at Aventino""]"	"[""ACTIVE"",""DISABLED""]"	"[""nb8sA9GvG2"",""3h6C2kYXdY""]"
a01Dn00000HHIYQIA5	2	2025-05-14T20:09:37.000Z	2022-12-01T22:39:17.000Z	"[""Bohen"",""The Bohen""]"	"[""ACTIVE"",""ACTIVE""]"	"[""AtZWhCKKIk"",""JTMNGxH414""]"
a01Dn00000HHtREIA1	2	2025-05-14T20:08:16.000Z	2022-10-12T19:59:33.000Z	"[""The Westlyn"",""Westlyn""]"	"[""ACTIVE"",""ACTIVE""]"	"[""2aRxoZp9K7"",""C38wufUVz9""]"
a01Dn00000HHNE3IAP	2	2025-05-14T19:56:16.000Z	2025-05-08T22:55:08.000Z	"[""Featherstone Apartments- IDV ONLY"",""Featherstone Apartments-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""KrnkblDWII"",""4bedfedc46""]"
a01UL00000GjweZYAR	2	2025-05-14T19:48:30.000Z	2025-04-23T23:30:47.000Z	"[""New Berlin-101089"",""New Berlin""]"	"[""DISABLED"",""ACTIVE""]"	"[""250b011ee8"",""z71NXyj9kh""]"
a01Dn00000HHazzIAD	2	2025-05-14T19:33:08.000Z	2022-10-05T17:32:59.000Z	"[""The Villas at Main Street"",""Villas at Main Street""]"	"[""ACTIVE"",""ACTIVE""]"	"[""rpsdFvXRRB"",""4eyyvaog9S""]"
a01Dn00000HHb0IIAT	2	2025-05-14T19:31:08.000Z	2022-10-05T17:34:28.000Z	"[""The Villas at Northstar"",""Villas at NorthStar""]"	"[""DISABLED"",""ACTIVE""]"	"[""nd1EgJyRyR"",""p5qH0WBRCk""]"
a01Dn00000HHSuEIAX	2	2025-05-14T19:15:21.000Z	2022-10-05T17:25:21.000Z	"[""Mirada Apartments"",""Mirada Apartments.""]"	"[""ACTIVE"",""DISABLED""]"	"[""MIJovkUVFt"",""jCKq1VRytW""]"
a01Dn00000HHk3tIAD	2	2025-05-14T19:11:11.000Z	2022-10-05T17:23:34.000Z	"[""Kenyon Square"",""Kenyon Square.""]"	"[""ACTIVE"",""DISABLED""]"	"[""rBVRqaMefs"",""KmMujcrtGN""]"
a01UL00000Idn4wYAB	2	2025-05-14T19:10:13.000Z	2025-03-19T12:59:08.000Z	"[""Redwood Troutman"",""Redwood Troutman - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""838b92b68c"",""8sJtEiStO2""]"
a01UL00000IdTRIYA3	2	2025-05-14T19:08:54.000Z	2025-03-21T16:22:19.000Z	"[""Redwood Hickory"",""Redwood Hickory - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""7f1a7544b5"",""g7eM8gtXGx""]"
a01Dn00000HHpHmIAL	2	2025-05-14T19:06:54.000Z	2025-04-12T12:36:11.000Z	"[""Redwood Simpsonville Georgia Road - IDV ONLY"",""Redwood Simpsonville""]"	"[""ACTIVE"",""ACTIVE""]"	"[""xXOhUavGEA"",""8e585e014c""]"
a01Dn00000HHpCOIA1	2	2025-05-14T19:03:13.000Z	2025-03-22T00:59:53.000Z	"[""Redwood Mauldin Hollyridge Court"",""Redwood Mauldin - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""49611fac27"",""w3aeV3YJoc""]"
a01Dn00000HHpC6IAL	3	2025-05-14T18:59:40.000Z	2025-03-20T03:29:09.000Z	"[""Redwood Kannapolis Parkway - IDV ONLY"",""Redwood Kannapolis Parkway"",""Redwood Kannapolis Parkway - Guarantor""]"	"[""ACTIVE"",""ACTIVE"",""ACTIVE""]"	"[""Ea8C40QbPn"",""666c4afd22"",""8c7db2eeb0""]"
a01UL00000KoKL0YAN	2	2025-05-14T18:57:19.000Z	2025-03-25T19:51:49.000Z	"[""Redwood Greer Ashburton Drive - IDV ONLY"",""Redwood Greer Abner Creek Road""]"	"[""ACTIVE"",""ACTIVE""]"	"[""ZYC8YB71qV"",""1d87a861a8""]"
a01UL00000IdSlIYAV	2	2025-05-14T18:52:47.000Z	2025-03-21T02:46:19.000Z	"[""Redwood Charlotte Harris Houston Road- IDV ONLY"",""Redwood Charlotte Houston Harris Road""]"	"[""ACTIVE"",""ACTIVE""]"	"[""pbZkGZzPKY"",""4e38800cf5""]"
a01Dn00000HHpCDIA1	2	2025-05-14T18:51:41.000Z	2025-03-21T21:28:26.000Z	"[""Redwood Lake Wylie - IDV ONLY"",""Redwood Lake Wylie""]"	"[""ACTIVE"",""ACTIVE""]"	"[""OfzARW61a6"",""b8f32125c5""]"
a01UL00000IdSgTYAV	2	2025-05-14T18:50:00.000Z	2025-03-24T22:04:40.000Z	"[""Redwood Kannapolis Davidson - IDV ONLY"",""Redwood Kannapolis Davidson""]"	"[""ACTIVE"",""ACTIVE""]"	"[""JjofiFpUgs"",""677efd40cc""]"
a01Dn00000HHpAWIA1	2	2025-05-14T18:42:26.000Z	2025-04-04T23:24:37.000Z	"[""Redwood Concord"",""Redwood Concord - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""a70a001945"",""YQwsntJGA4""]"
a01Dn00000HHpHnIAL	2	2025-05-14T18:39:44.000Z	2025-03-19T16:16:30.000Z	"[""Redwood Simpsonville Neely Ferry Road"",""Redwood Simpsonville Neely Ferry Road- IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""8160b339b5"",""bqnBjZ61kD""]"
a01Dn00000HHPvyIAH	2	2025-05-14T16:43:58.000Z	2023-04-19T16:53:37.000Z	"[""Infinity on the Landing"",""Infinity on the Landing - Affordalbe""]"	"[""DISABLED"",""ACTIVE""]"	"[""3KiZOAYxoo"",""7173055d09""]"
a01Dn00000HHJ9MIAX	2	2025-05-13T23:15:07.000Z	2023-10-30T18:25:13.000Z	"[""0083 C Street Flats-19705"",""C Street Flats""]"	"[""ACTIVE"",""DISABLED""]"	"[""2b8dab22f1"",""3QoKdHsgUW""]"
a01UL00000M5ZyGYAV	2	2025-05-13T18:21:42.000Z	2024-08-17T03:58:09.000Z	"[""LC Brier Creek III-11806"",""LC Brier Creek - 11806""]"	"[""ACTIVE"",""ACTIVE""]"	"[""3c40c9d43a"",""63491536f2""]"
a01UL000006zatdYAA	2	2025-05-13T18:16:35.000Z	2023-01-28T00:21:36.000Z	"[""Pine Lane Apartments"",""Pine Lane Apartments-16505""]"	"[""DISABLED"",""ACTIVE""]"	"[""lwnlvF8ySr"",""c6b058cdc6""]"
a01Dn00000HHlO6IAL	2	2025-05-13T17:07:31.000Z	2025-05-08T18:14:32.000Z	"[""Meridian Green Townhomes-2740"",""Meridian Green - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""fbc2b69591"",""WnWYLAqsnm""]"
a01UL000006zc33YAA	2	2025-05-13T16:51:09.000Z	2021-04-16T22:10:55.000Z	"[""Yorktown Luxury Apartments"",""Infinity on Yorktown - Affordable""]"	"[""DISABLED"",""ACTIVE""]"	"[""dFnBMR261R"",""f69c26fc21""]"
a01Dn00000HIyHXIA1	2	2025-05-13T16:45:15.000Z	2024-12-09T16:42:04.000Z	"[""One Rangers Way"",""One Rangers Way-13541""]"	"[""DISABLED"",""ACTIVE""]"	"[""Sf6dFBfmhq"",""6f290cfa0a""]"
a01UL00000HOpIwYAL	2	2025-05-13T16:41:42.000Z	2025-03-06T15:25:02.000Z	"[""Bellamonte at Golden Glades-1761-88064a77-f59a-4751-a8e5-59b5c12edf0b"",""Resia at Golden Glades-1761-88064a77-f59a-4751-a8e5-59b5c12edf0b""]"	"[""DISABLED"",""DISABLED""]"	"[""7012b79e62"",""3ac9d6223e""]"
a01Dn00000HHaXDIA1	3	2025-05-13T16:15:34.000Z	2023-11-17T20:02:43.000Z	"[""Villa Espada"",""Villa Espada - Guarantor"",""Villa Espada""]"	"[""ACTIVE"",""ACTIVE"",""DISABLED""]"	"[""be8eba4d1a"",""552e108b5d"",""9HkZeWRnt3""]"
a01Dn00000HHItSIAX	2	2025-05-13T15:09:31.000Z	2025-02-01T16:22:00.000Z	"[""Brook Meadow Village"",""Brook Meadow Village - Guarantor""]"	"[""ACTIVE"",""ACTIVE""]"	"[""1660cc5d7b"",""23d34aa483""]"
a01Dn00000HHlADIA1	2	2025-05-12T23:54:56.000Z	2025-05-08T22:43:25.000Z	"[""Marquee Village Apartments-19464"",""Marquee Village Apartments- IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""846f306d74"",""8sDP3Xw3P0""]"
a01Dn00000HHfvaIAD	2	2025-05-12T23:50:39.000Z	2020-09-30T16:19:04.000Z	"[""Encore380 fka Century380 - Affordable"",""Century 380""]"	"[""ACTIVE"",""DISABLED""]"	"[""ad24eeed25"",""e6dIKeIZ1N""]"
a01Dn00000HHJv9IAH	2	2025-05-12T23:35:01.000Z	2023-11-15T18:48:10.000Z	"[""Celebration at Sandy Springs"",""Celebration at Sandy Springs""]"	"[""DISABLED"",""ACTIVE""]"	"[""rReWT3r6Ta"",""uHaQuD6Gkf""]"
a01Dn00000HHrd9IAD	3	2025-05-12T19:21:25.000Z	2023-11-17T19:54:43.000Z	"[""Sunrise Canyon - Guarantor"",""Sunrise Canyon"",""Sunrise Canyon""]"	"[""ACTIVE"",""DISABLED"",""ACTIVE""]"	"[""993962128f"",""K8aIM3fJBx"",""eebba06fb1""]"
a01Dn00000HHw6BIAT	3	2025-05-12T17:29:40.000Z	2023-07-31T18:13:48.000Z	"[""Tides on Chadwick"",""Chadwick Apartments-17651"",""Birchstone Northlake-17651""]"	"[""DISABLED"",""ACTIVE"",""ACTIVE""]"	"[""893yAsRTO6"",""35df0c144f"",""b7f524bf85""]"
a01UL00000El0sbYAB	2	2025-05-12T14:20:47.000Z	2025-01-17T00:14:00.000Z	"[""The Harrison-100808"",""The Harrison - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""e45bb02cfe"",""i8phORXJ1N""]"
a01Dn00000HHYHmIAP	3	2025-05-12T01:37:01.000Z	2025-05-08T22:58:25.000Z	"[""Spain Townhomes"",""Spain Townhomes - IDV ONLY"",""Spain Townhomes-19464""]"	"[""DISABLED"",""ACTIVE"",""ACTIVE""]"	"[""gxKsfSofiZ"",""iGi8oWmVdJ"",""cf26634826""]"
a01Dn00000HJMITIA5	2	2025-05-11T00:16:30.000Z	2025-01-17T00:13:23.000Z	"[""Ravines - IDV ONLY"",""Ravines-100808""]"	"[""ACTIVE"",""ACTIVE""]"	"[""A9hMRBtUgD"",""bef7b34f07""]"
a01Dn00000HHnLaIAL	2	2025-05-10T20:07:30.000Z	2025-05-08T22:56:48.000Z	"[""Pine Lane Apartments-19464"",""Pine Lane Apartments - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""c97ffa21c9"",""CQKF4Mhy2a""]"
a01Dn00000HHIxeIAH	2	2025-05-10T19:44:49.000Z	2025-05-08T22:47:02.000Z	"[""Broadmoor Park Terrace - IDV ONLY"",""Broadmoor Park Terrace-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""qDQ2BQCx9C"",""d88b142ec3""]"
a01Dn00000HHREKIA5	2	2025-05-10T13:28:25.000Z	2025-05-08T22:45:32.000Z	"[""Lelaray Apartments-19464"",""Lelaray Apartments - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""d8ff12d500"",""ckBv3BVY9H""]"
a01Dn00000HHb6kIAD	2	2025-05-09T21:53:35.000Z	2025-05-08T23:02:30.000Z	"[""Vistas at The Citadel-19464"",""Vistas at the Citadel- IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""bcbb4d1939"",""T2WNYSsmmv""]"
a01Dn00000HHvLHIA1	2	2025-05-09T21:46:02.000Z	2025-05-08T23:01:56.000Z	"[""Villages at Woodmen"",""Villages at Woodmen-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""el9kaK6jLZ"",""93ff52e849""]"
a01Dn00000HHNFFIA5	2	2025-05-09T18:37:50.000Z	2022-03-09T23:33:26.000Z	"[""Fenwick Apartments"",""Fenwick""]"	"[""DISABLED"",""ACTIVE""]"	"[""2CYLPkkGZt"",""HS9mzYglbk""]"
a01Dn00000HHZZjIAP	2	2025-05-09T18:25:55.000Z	2025-05-08T23:01:22.000Z	"[""Thirteen20 Potter - IDV ONLY"",""Thirteen20 Potter-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""jjXvbFs7Er"",""14b4393374""]"
a01Dn00000HHVLPIA5	2	2025-05-09T17:54:25.000Z	2025-04-18T22:21:25.000Z	"[""Pickerington Ridge-100808"",""Pickerington Ridge - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""fbab8901f5"",""ZBQdGqfg37""]"
a01Dn00000HHtI8IAL	2	2025-05-09T17:47:49.000Z	2022-04-29T15:55:05.000Z	"[""Wellen"",""Wellen""]"	"[""ACTIVE"",""DISABLED""]"	"[""aoCqzkpHeC"",""VamfeujjDs""]"
a01Dn00000HHpnyIAD	2	2025-05-09T17:27:47.000Z	2021-08-20T15:22:20.000Z	"[""River Vista"",""River Vista""]"	"[""DISABLED"",""DISABLED""]"	"[""lFYszijMAq"",""4HeDLNU0bW""]"
a01Dn00000HHK3xIAH	2	2025-05-09T03:53:32.000Z	2025-05-08T22:54:24.000Z	"[""Chelsea Village Apartments - IDV ONLY"",""Chelsea Village Apartments-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""WsB4FeeuNI"",""b0f993f27f""]"
a01Dn00000HHQNGIA5	2	2025-05-09T00:01:11.000Z	2025-04-18T22:22:51.000Z	"[""The Green - IDV ONLY"",""The Green-100808""]"	"[""ACTIVE"",""ACTIVE""]"	"[""gLrOKOqPIy"",""28dbf3adb6""]"
a01Dn00000HHs3gIAD	2	2025-05-08T23:00:31.000Z	2025-05-08T02:50:51.000Z	"[""Theta Apartments-19464"",""Theta Apartments- IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""de6be7e25d"",""d4wgk82Y1x""]"
a01Dn00000HHYveIAH	3	2025-05-08T22:59:55.000Z	2023-11-02T12:41:09.000Z	"[""Stratus"",""Stratus Apartment Homes-19464"",""Stratus Apartment Homes - IDV ONLY""]"	"[""DISABLED"",""ACTIVE"",""ACTIVE""]"	"[""OY7qo5Rlw5"",""0542e64493"",""aqqRZMmbHO""]"
a01Dn00000HHpOcIAL	2	2025-05-08T22:57:21.000Z	2025-05-08T02:21:19.000Z	"[""Residence at Austin Bluffs - IDV ONLY"",""Residence at Austin Bluffs-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""SMYTzk1Q6W"",""c2ef28d2e6""]"
a01Dn00000HHmp5IAD	2	2025-05-08T22:56:14.000Z	2025-05-08T20:31:27.000Z	"[""Palazzo Apartments-19464"",""Palazzo Apartments - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""52872e9710"",""a4ln1ZpwU8""]"
a01Dn00000HHIxfIAH	2	2025-05-08T22:53:44.000Z	2025-05-08T21:44:11.000Z	"[""Broadmoor Park Tower-19464"",""Broadmoor Park Tower- IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""4f3c5c1c7e"",""Qe5laXz1Xj""]"
a01Dn00000HHMUYIA5	2	2025-05-08T22:44:52.000Z	2025-05-08T15:22:01.000Z	"[""Elevate Apartment Homes- IDV ONLY"",""Elevate Apartment Homes-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""iP8guWhafT"",""345ade4390""]"
a01Dn00000HJ6XJIA1	2	2025-05-08T22:44:22.000Z	2025-05-08T19:18:32.000Z	"[""Tiburon Apartments- IDV ONLY"",""Tiburon Apartments-19464""]"	"[""ACTIVE"",""ACTIVE""]"	"[""SOn4EBfsvB"",""0a7857cab8""]"
a01Dn00000HHkNiIAL	2	2025-05-08T22:11:58.000Z	2021-09-13T15:21:03.000Z	"[""Avana at the Moors"",""Latitudes at the Moors - CASA""]"	"[""ACTIVE"",""DISABLED""]"	"[""XhvJVNFohx"",""BJ1W5VR9Dz""]"
a01UL00000Ekzq2YAB	2	2025-05-08T18:54:28.000Z	2025-01-17T00:14:47.000Z	"[""Villas at Maplewood - IDV ONLY"",""Villas at Maplewood North-100808""]"	"[""ACTIVE"",""ACTIVE""]"	"[""ZxZgV9eKAW"",""79c8ecb0e6""]"
a01UL00000ENnJKYA1	2	2025-05-08T16:29:12.000Z	2024-12-11T16:23:00.000Z	"[""Affinity at Wendell"",""Affinity at Wendell""]"	"[""ACTIVE"",""DISABLED""]"	"[""Z8xs0DsS0L"",""fSGquQzwDr""]"
a01Dn00000HJ2WSIA1	2	2025-05-08T15:30:24.000Z	2025-01-17T00:12:42.000Z	"[""Northgate Canton-100808"",""Northgate - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""250fa321a3"",""z5gCB2sbvv""]"
a01Dn00000HHsOrIAL	2	2025-05-08T13:11:33.000Z	2025-05-01T14:48:21.000Z	"[""Troy Farms-100808"",""Troy Farms - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""8e55aa15e2"",""aYv1m78wyl""]"
a01Dn00000HHfKVIA1	2	2025-05-07T20:27:38.000Z	2025-04-18T22:17:44.000Z	"[""Camden-100808"",""Camden - IDV ONLY""]"	"[""ACTIVE"",""ACTIVE""]"	"[""d9150a8d75"",""oTdC36tt0W""]"
a01UL000001usGTYAY	2	2025-05-07T16:42:41.000Z	2023-12-19T01:22:45.000Z	"[""4124 Lyon Ave"",""4124 Lyon Ave-16505""]"	"[""DISABLED"",""DISABLED""]"	"[""zLJE26aOju"",""ad4d75ff3b""]"
a01Dn00000HHQGxIAP	2	2025-05-07T15:25:19.000Z	2023-04-24T16:27:04.000Z	"[""1205 The Jefferson at Fair Oaks-19705"",""The Jefferson at Fair Oaks""]"	"[""ACTIVE"",""DISABLED""]"	"[""f6bd65e4fa"",""jSkNzdhx4Y""]"
a01Dn00000HHG98IAH	3	2025-05-07T00:13:10.000Z	2020-05-04T17:54:09.000Z	"[""Accent"",""Accent Apartment Homes"",""Accent - Guarantor""]"	"[""ACTIVE"",""DISABLED"",""ACTIVE""]"	"[""fcaa3873d4"",""bQNI6UYYxA"",""12a7fda335""]"
a01Dn00000HHMCZIA5	3	2025-05-06T21:02:21.000Z	2023-11-17T20:06:12.000Z	"[""Dryden - Guarantor"",""Dryden"",""Dryden""]"	"[""ACTIVE"",""ACTIVE"",""DISABLED""]"	"[""6893c971aa"",""3fafb28970"",""UOarEqxkQ0""]"
a01Dn00000HHPdtIAH	2	2025-05-06T17:45:02.000Z	2023-03-10T16:25:54.000Z	"[""The Huntley"",""The Huntley""]"	"[""ACTIVE"",""DISABLED""]"	"[""rArQ1l27nC"",""bJcwPaxyeY""]"
a01UL000007DhkfYAC	3	2025-05-06T14:18:06.000Z	2024-05-10T17:48:39.000Z	"[""Novella at Biltmore"",""Novella Biltmore"",""Novella Biltmore - Guarantor""]"	"[""DISABLED"",""ACTIVE"",""ACTIVE""]"	"[""QEO4JIZkwb"",""de4c8f8ac8"",""7a45288faa""]"
a01UL00000BB1VVYA1	2	2025-05-05T22:47:47.000Z	2024-09-16T16:58:36.000Z	"[""Island View-101089"",""Island View""]"	"[""DISABLED"",""ACTIVE""]"	"[""d58376c363"",""gszT8SefiQ""]"
a01Dn00000HHIRjIAP	2	2025-05-05T19:31:45.000Z	2022-04-07T21:50:19.000Z	"[""The Benton"",""The Benton""]"	"[""DISABLED"",""ACTIVE""]"	"[""GweLUkTFyO"",""KSof4fbiEc""]"
a01Dn00000HHt2AIAT	3	2025-05-05T19:02:35.000Z	2023-01-09T23:11:11.000Z	"[""Vista 121"",""Vista 121 Apartment Homes"",""Vista121-17651""]"	"[""ACTIVE"",""DISABLED"",""DISABLED""]"	"[""LIByW0ldHY"",""iDLMhBHPP0"",""7e94d4dad5""]"
a01UL00000JumSAYAZ	2	2025-05-05T15:04:04.000Z	2025-04-14T17:05:08.000Z	"[""The Landon At New Albany"",""The Landon at New Albany-11806""]"	"[""DISABLED"",""ACTIVE""]"	"[""hUiizW28Vs"",""61840bb8b5""]"
a01Dn00000HHMcOIAX	2	2025-05-04T17:15:08.000Z	2023-10-30T17:52:11.000Z	"[""Emerson at Cherry Lane"",""0903 Emerson at Cherry Lane-19705""]"	"[""DISABLED"",""ACTIVE""]"	"[""KAM9XuU0Ej"",""7d3b97d6d9""]"
a01Dn00000HHq8aIAD	2	2025-05-04T17:15:06.000Z	2023-10-30T17:57:28.000Z	"[""0901 Rothbury Apartments-19705"",""Rothbury""]"	"[""ACTIVE"",""DISABLED""]"	"[""68e10a1d4d"",""scPN7wNYne""]"
a01UL00000GkUxyYAF	2	2025-05-04T12:08:37.000Z	2025-03-01T00:28:25.000Z	"[""North Athens-101089"",""Pointe Grand North Athens""]"	"[""DISABLED"",""ACTIVE""]"	"[""89513ee1da"",""2JQKAtfgiP""]"
a01Dn00000HHV0aIAH	3	2025-05-04T09:55:24.000Z	2023-08-29T20:26:57.000Z	"[""Pearl Woodlake-18735"",""Pearl Woodlake"",""Pearl Woodlake old-18735""]"	"[""ACTIVE"",""DISABLED"",""ACTIVE""]"	"[""2ecbe150c5"",""0AH5Nmd1rv"",""61d44e29dd""]"
a01Dn00000HHeL0IAL	2	2025-05-03T23:15:05.000Z	2023-05-25T22:32:39.000Z	"[""The Ashberry Apartments"",""1001 The Ashberry-19705""]"	"[""DISABLED"",""ACTIVE""]"	"[""jB2mnicS7d"",""0b4b761e16""]"
a01UL00000EEDtPYAX	2	2025-05-02T23:46:06.000Z	2025-03-11T12:46:58.000Z	"[""Cottages at New Hampstead-100108"",""Cottages at New Hampstead""]"	"[""DISABLED"",""ACTIVE""]"	"[""4f6618b55a"",""fnypaWxAPR""]"
