catalog,schema,table_name,full_table_name,row_count
team_sandbox,data_engineering,unity_property_duplicate_status_v2_test,team_sandbox.data_engineering.unity_property_duplicate_status_v2_test,15198
team_sandbox,data_engineering,unity_salesforce_actioned_duplicates,team_sandbox.data_engineering.unity_salesforce_actioned_duplicates,14429
team_sandbox,mehta_dbx,ard_aln_mgmt,team_sandbox.mehta_dbx.ard_aln_mgmt,14262
team_sandbox,rev_ops,geocoded_better_match_haversine_sf_aln,team_sandbox.rev_ops.geocoded_better_match_haversine_sf_aln,14218
team_sandbox,rev_ops,geocoded_match_haversine_sf_aln,team_sandbox.rev_ops.geocoded_match_haversine_sf_aln,14218
team_sandbox,rev_ops,haversine_sf_aln_prod_link,team_sandbox.rev_ops.haversine_sf_aln_prod_link,14218
team_sandbox,mehta_dbx,1_temp_reporting,team_sandbox.mehta_dbx.1_temp_reporting,14113
team_sandbox,mehta_dbx,cln_aln_managementcomp,team_sandbox.mehta_dbx.cln_aln_managementcomp,13534
team_sandbox,mehta_dbx,geocached_sfdc_google,team_sandbox.mehta_dbx.geocached_sfdc_google,13524
crm,aln,managementcompanies,crm.aln.managementcompanies,13509
team_sandbox,mehta_dbx,fde_aln_map,team_sandbox.mehta_dbx.fde_aln_map,13301
product_engineering_ops,github,pull_request_review_comments,product_engineering_ops.github.pull_request_review_comments,12931
team_sandbox,mehta_dbx,aln_mgmt_companies,team_sandbox.mehta_dbx.aln_mgmt_companies,12782
crm,sfdc_dbx,product_property,crm.sfdc_dbx.product_property,12559
crm,sfdc_dbx,unity_modify_address,crm.sfdc_dbx.unity_modify_address,12486
team_sandbox,rev_ops,av_mv_reporting,team_sandbox.rev_ops.av_mv_reporting,12434
team_sandbox,mehta_dbx,submission_review_time,team_sandbox.mehta_dbx.submission_review_time,12322
team_sandbox,mehta_dbx,temp_geocached_testing,team_sandbox.mehta_dbx.temp_geocached_testing,12116
product,iv,unity_iv_properties,product.iv.unity_iv_properties,11442
product,ov,untiy_iv_properties_enabled,product.ov.untiy_iv_properties_enabled,11442
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_opportunity_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_opportunity_1,11299
product_engineering_ops,github,issue,product_engineering_ops.github.issue,11074
product_engineering_ops,github,pull_request,product_engineering_ops.github.pull_request,11074
product_engineering_ops,github_github_source,stg_github__pull_request,product_engineering_ops.github_github_source.stg_github__pull_request,11074
product_engineering_ops,github_github_source,stg_github__issue,product_engineering_ops.github_github_source.stg_github__issue,11074
product_engineering_ops,github_github,github__pull_requests,product_engineering_ops.github_github.github__pull_requests,11074
product_engineering_ops,github,issue_closed_history,product_engineering_ops.github.issue_closed_history,10991
product_engineering_ops,github_github_source,stg_github__issue_closed_history,product_engineering_ops.github_github_source.stg_github__issue_closed_history,10991
crm,sfdc_dbx,unity_modify_address_v2_test,crm.sfdc_dbx.unity_modify_address_v2_test,10940
team_sandbox,mehta_dbx,fde_sfdc_matched_1,team_sandbox.mehta_dbx.fde_sfdc_matched_1,10192
system,information_schema,table_privileges,system.information_schema.table_privileges,10057
team_sandbox,mehta_dbx,fde_sfdc_matched,team_sandbox.mehta_dbx.fde_sfdc_matched,10031
rds,pg_rds_dp_di_di,asset_verification_review,rds.pg_rds_dp_di_di.asset_verification_review,9529
product_engineering_ops,github,issue_merged,product_engineering_ops.github.issue_merged,9156
product_engineering_ops,github_github_source,stg_github__issue_merged,product_engineering_ops.github_github_source.stg_github__issue_merged,9156
rds,pg_rds_public,_quality_monitoring_summary,rds.pg_rds_public._quality_monitoring_summary,9104
team_sandbox,machine_learning,voi_data_june,team_sandbox.machine_learning.voi_data_june,9092
team_sandbox,monitoring,cached_schema,team_sandbox.monitoring.cached_schema,9069
team_sandbox,machine_learning,voi_poc_document_ids,team_sandbox.machine_learning.voi_poc_document_ids,8810
team_sandbox,machine_learning,poc_voi_confidence_score_2025_5_22,team_sandbox.machine_learning.poc_voi_confidence_score_2025_5_22,8810
team_sandbox,machine_learning,cnn_scores,team_sandbox.machine_learning.cnn_scores,8788
team_sandbox,machine_learning,cnn_scores_3,team_sandbox.machine_learning.cnn_scores_3,8788
team_sandbox,machine_learning,voi_extended_data,team_sandbox.machine_learning.voi_extended_data,8788
product_sandbox,iv,unity_dash_iv_submission_level_results,product_sandbox.iv.unity_dash_iv_submission_level_results,8430
team_sandbox,data_engineering,unity_prop_deactivation_exclusion,team_sandbox.data_engineering.unity_prop_deactivation_exclusion,8122
product_sandbox,fde,unity_epa_sipp_properties,product_sandbox.fde.unity_epa_sipp_properties,7947
product,fde,temp_mim10202025_corrected_connected_payroll,product.fde.temp_mim10202025_corrected_connected_payroll,7213
rds,pg_rds_public,sfdc_updates,rds.pg_rds_public.sfdc_updates,7178
team_sandbox,product_engineering,pdt_eng_jira_export,team_sandbox.product_engineering.pdt_eng_jira_export,6840
team_sandbox,fraud,frequent_flyers_raw_data,team_sandbox.fraud.frequent_flyers_raw_data,6659
team_sandbox,cda,cl_date_discovery,team_sandbox.cda.cl_date_discovery,6468
team_sandbox,rev_ops,av_mv_reporting_app,team_sandbox.rev_ops.av_mv_reporting_app,6217
team_sandbox,product_engineering,jira_export_csv_all_fields_20250408100558,team_sandbox.product_engineering.jira_export_csv_all_fields_20250408100558,6112
product_engineering_ops,github,issue_assignee_history,product_engineering_ops.github.issue_assignee_history,6063
crm,pendo_stg_pendo,stg_pendo__feature_event,crm.pendo_stg_pendo.stg_pendo__feature_event,5967
crm,pendo,feature_event,crm.pendo.feature_event,5967
team_sandbox,machine_learning,voi_payload_payload,team_sandbox.machine_learning.voi_payload_payload,5900
crm,pendo_stg_pendo,stg_pendo__page_event,crm.pendo_stg_pendo.stg_pendo__page_event,5804
crm,pendo,page_event,crm.pendo.page_event,5804
rds,pg_rds_public,invitations_properties,rds.pg_rds_public.invitations_properties,5677
team_sandbox,data_engineering,unity_sfdc_fde_duplicates_v2_test,team_sandbox.data_engineering.unity_sfdc_fde_duplicates_v2_test,5521
product_engineering_ops,github,issue_label_history,product_engineering_ops.github.issue_label_history,5488
crm,google_sheets,ov_track_responses,crm.google_sheets.ov_track_responses,5242
product_engineering_ops,github_github,github__daily_metrics,product_engineering_ops.github_github.github__daily_metrics,4997
team_sandbox,product_engineering,sfdc_churned_properties_09292025,team_sandbox.product_engineering.sfdc_churned_properties_09292025,4412
team_sandbox,product_engineering,sfdc_churned_properties_09292025_formatted,team_sandbox.product_engineering.sfdc_churned_properties_09292025_formatted,4412
team_sandbox,product_engineering,frequent_flyers_raw_data,team_sandbox.product_engineering.frequent_flyers_raw_data,4385
rds,pg_rds_public,staging_activation_backfill,rds.pg_rds_public.staging_activation_backfill,4332
product_engineering_ops,github,issue_label,product_engineering_ops.github.issue_label,4254
product_engineering_ops,github_github_source,stg_github__issue_label,product_engineering_ops.github_github_source.stg_github__issue_label,4254
team_sandbox,machine_learning,voi_output_2025_06_18,team_sandbox.machine_learning.voi_output_2025_06_18,4247
team_sandbox,machine_learning,voi_output_06_19_25,team_sandbox.machine_learning.voi_output_06_19_25,4247
team_sandbox,monitoring,schema_differences,team_sandbox.monitoring.schema_differences,3842
rds,pg_rds_enterprise_public,enterprise_property,rds.pg_rds_enterprise_public.enterprise_property,3825
team_sandbox,mehta_dbx,fde_sfdc_not_matched_1,team_sandbox.mehta_dbx.fde_sfdc_not_matched_1,3657
rds,pg_rds_public,invitations,rds.pg_rds_public.invitations,3527
team_sandbox,data_engineering,zip_lat_lon,team_sandbox.data_engineering.zip_lat_lon,3526
team_sandbox,mehta_dbx,fde_sfdc_not_matched,team_sandbox.mehta_dbx.fde_sfdc_not_matched,3519
crm,heap,_sync_info,crm.heap._sync_info,3518
team_sandbox,mehta_dbx,hsp_daily_app,team_sandbox.mehta_dbx.hsp_daily_app,3476
product,av,raw_av2,product.av.raw_av2,3376
product,fde,temp_mim10202025_corrected_document_upload,product.fde.temp_mim10202025_corrected_document_upload,3325
product,fde,temp_mim10172025_corrected_document_upload,product.fde.temp_mim10172025_corrected_document_upload,3113
team_sandbox,data_engineering,test_churn_and_bookings_bookings,team_sandbox.data_engineering.test_churn_and_bookings_bookings,3013
team_sandbox,mehta_dbx,temp_lookup1,team_sandbox.mehta_dbx.temp_lookup1,2965
product_engineering_ops,launchdarkly,audit_log_access,product_engineering_ops.launchdarkly.audit_log_access,2828
product_engineering_ops,launchdarkly,audit_log_target_resource,product_engineering_ops.launchdarkly.audit_log_target_resource,2750
team_sandbox,data_engineering,dim_date,team_sandbox.data_engineering.dim_date,2556
system,information_schema,schema_privileges,system.information_schema.schema_privileges,2535
llm,monitoring,trace_logs_790695383096594,llm.monitoring.trace_logs_790695383096594,2344
team_sandbox,mehta_dbx,date_scaffold,team_sandbox.mehta_dbx.date_scaffold,2332
product,iv,unity_iv_cp_property_details,product.iv.unity_iv_cp_property_details,2318
crm,pendo,track_type_event,crm.pendo.track_type_event,2261
product,fde,temp_mim11072025_impacted_yardi_idv_inbound_webhooks,product.fde.temp_mim11072025_impacted_yardi_idv_inbound_webhooks,2259
system,lakeflow,job_tasks,system.lakeflow.job_tasks,2238
rds,pg_rds_public,yardi_properties,rds.pg_rds_public.yardi_properties,2233
product_engineering_ops,github_github_source,stg_github__issue_assignee,product_engineering_ops.github_github_source.stg_github__issue_assignee,2123
product_engineering_ops,github,issue_assignee,product_engineering_ops.github.issue_assignee,2123
team_sandbox,rev_ops,submission_review_time,team_sandbox.rev_ops.submission_review_time,2088
crm,sfdc_dbx,product_property_feature_sync,crm.sfdc_dbx.product_property_feature_sync,1987
team_sandbox,mehta_dbx,df_churn,team_sandbox.mehta_dbx.df_churn,1946
team_sandbox,product_engineering,frequent_flyers_table_1,team_sandbox.product_engineering.frequent_flyers_table_1,1935
team_sandbox,mehta_dbx,msa_data,team_sandbox.mehta_dbx.msa_data,1915
team_sandbox,rev_ops,df_churn,team_sandbox.rev_ops.df_churn,1896
product_engineering_ops,github,issue_mention,product_engineering_ops.github.issue_mention,1857
product_engineering_ops,launchdarkly,audit_log,product_engineering_ops.launchdarkly.audit_log,1845
product_engineering_ops,github,security_reference,product_engineering_ops.github.security_reference,1784
product_engineering_ops,github,issue_renamed,product_engineering_ops.github.issue_renamed,1778
product_engineering_ops,github_github,github__weekly_metrics,product_engineering_ops.github_github.github__weekly_metrics,1775
product,ov,unity_iv_properties_enabled,product.ov.unity_iv_properties_enabled,1760
team_sandbox,data_engineering,unity_sfdc_fde_duplicates,team_sandbox.data_engineering.unity_sfdc_fde_duplicates,1756
team_sandbox,sandbox,bf_backfill_qa,team_sandbox.sandbox.bf_backfill_qa,1717
product_engineering_ops,github,pull_request_ready_for_review_history,product_engineering_ops.github.pull_request_ready_for_review_history,1682
team_sandbox,fraud,frequent_flyers_table_1,team_sandbox.fraud.frequent_flyers_table_1,1637
product_engineering_ops,github,workflow_run_attempt,product_engineering_ops.github.workflow_run_attempt,1562
crm,aln,submarkets,crm.aln.submarkets,1469
team_sandbox,rev_ops,aln_corp_google_geocoded,team_sandbox.rev_ops.aln_corp_google_geocoded,1402
product,fde,temp_mim10172025_impacted_applicants,product.fde.temp_mim10172025_impacted_applicants,1401
product,fde,temp_mim10172025_impacted_ivr_calculation_ids,product.fde.temp_mim10172025_impacted_ivr_calculation_ids,1401
system,information_schema,tables,system.information_schema.tables,1378
team_sandbox,outbound_reporting,newly_acquired_properties,team_sandbox.outbound_reporting.newly_acquired_properties,1374
rds,pg_rds_public,rent_verification_events,rds.pg_rds_public.rent_verification_events,1363
product,fde,temp_mim10202025_impacted_ivr_calculation_ids,product.fde.temp_mim10202025_impacted_ivr_calculation_ids,1314
product,fde,temp_mim10202025_impacted_applicants,product.fde.temp_mim10202025_impacted_applicants,1314
product,fde,temp_mim10202025_impacted_applicants_original_income,product.fde.temp_mim10202025_impacted_applicants_original_income,1314
team_sandbox,data_engineering,unity_property_duplicate_status,team_sandbox.data_engineering.unity_property_duplicate_status,1273
team_sandbox,mehta_dbx,churn_reporting,team_sandbox.mehta_dbx.churn_reporting,1263
team_sandbox,rev_ops,churn_reporting,team_sandbox.rev_ops.churn_reporting,1211
product_engineering_ops,github,pull_request_review_dismissed,product_engineering_ops.github.pull_request_review_dismissed,1126
team_sandbox,cda,cl_unit_counts,team_sandbox.cda.cl_unit_counts,1100
system,lakeflow,jobs,system.lakeflow.jobs,947
crm,aln,activerowversion_bronze,crm.aln.activerowversion_bronze,859
team_sandbox,cda,eo_property_name,team_sandbox.cda.eo_property_name,858
product_engineering_ops,github,security_alert,product_engineering_ops.github.security_alert,849
rds,pg_rds_public,companies,rds.pg_rds_public.companies,765
system,billing,list_prices,system.billing.list_prices,757
product,fde,unity_company_clean,product.fde.unity_company_clean,750
product_engineering_ops,github,release,product_engineering_ops.github.release,725
rds,pg_rds_public,whitelist_info,rds.pg_rds_public.whitelist_info,715
llm,monitoring,trace_logs_1571619688399736,llm.monitoring.trace_logs_1571619688399736,702
product_engineering_ops,github,workflow_run_pull_request,product_engineering_ops.github.workflow_run_pull_request,688
team_sandbox,data_engineering,bf_future,team_sandbox.data_engineering.bf_future,675
crm,aln,activerowversion,crm.aln.activerowversion,646
product_engineering_ops,github_github,github__monthly_metrics,product_engineering_ops.github_github.github__monthly_metrics,642
system,compute,node_types,system.compute.node_types,622
team_sandbox,product_engineering,jira_export_excel_csv_filter_fields,team_sandbox.product_engineering.jira_export_excel_csv_filter_fields,579
team_sandbox,data_engineering,database_details,team_sandbox.data_engineering.database_details,564
crm,sfdc,event_log_643b8a70_135a_4920_afa5_5f8a6cef52a2,crm.sfdc.event_log_643b8a70_135a_4920_afa5_5f8a6cef52a2,547
team_sandbox,machine_learning,voi_data_test_pete,team_sandbox.machine_learning.voi_data_test_pete,520
rds,pg_rds_public,rent_verifications,rds.pg_rds_public.rent_verifications,487
team_sandbox,product_engineering,churned_properties,team_sandbox.product_engineering.churned_properties,482
team_sandbox,mehta_dbx,segmented_data,team_sandbox.mehta_dbx.segmented_data,448
team_sandbox,mehta_dbx,account_segment,team_sandbox.mehta_dbx.account_segment,447
product_engineering_ops,launchdarkly,feature_flag_environment,product_engineering_ops.launchdarkly.feature_flag_environment,436
product_engineering_ops,github,security_advisory_vulnerability,product_engineering_ops.github.security_advisory_vulnerability,432
product_engineering_ops,github,security_vulnerability,product_engineering_ops.github.security_vulnerability,423
team_sandbox,rev_ops,segmented_data,team_sandbox.rev_ops.segmented_data,415
team_sandbox,rev_ops,account_segmentation_score_data,team_sandbox.rev_ops.account_segmentation_score_data,415
team_sandbox,mehta_dbx,customer_segment,team_sandbox.mehta_dbx.customer_segment,414
system,information_schema,views,system.information_schema.views,407
llm,monitoring,trace_logs_1013810927141481,llm.monitoring.trace_logs_1013810927141481,401
team_sandbox,mehta_dbx,25_planning_named,team_sandbox.mehta_dbx.25_planning_named,375
crm,heap,_sync_history,crm.heap._sync_history,370
team_sandbox,data_engineering,database_details_v1,team_sandbox.data_engineering.database_details_v1,350
team_sandbox,mehta_dbx,24_planning_named,team_sandbox.mehta_dbx.24_planning_named,339
system,information_schema,catalog_privileges,system.information_schema.catalog_privileges,325
product_engineering_ops,github_github,github__quarterly_metrics,product_engineering_ops.github_github.github__quarterly_metrics,314
product_engineering_ops,github,security_advisory_cwe,product_engineering_ops.github.security_advisory_cwe,290
rds,pg_rds_public,schema_migrations,rds.pg_rds_public.schema_migrations,267
system,information_schema,volume_privileges,system.information_schema.volume_privileges,265
team_sandbox,mehta_dbx,temp_table,team_sandbox.mehta_dbx.temp_table,256
system,mlflow,run_metrics_history,system.mlflow.run_metrics_history,255
rds,pg_rds_public,country,rds.pg_rds_public.country,249
product_engineering_ops,github,security_advisory,product_engineering_ops.github.security_advisory,243
product_engineering_ops,github,workflow,product_engineering_ops.github.workflow,221
product_engineering_ops,github,user_email,product_engineering_ops.github.user_email,216
crm,aln,markets,crm.aln.markets,189
system,information_schema,routine_columns,system.information_schema.routine_columns,186
rds,pg_rds_av_av,document_errors,rds.pg_rds_av_av.document_errors,174
product_engineering_ops,github,user,product_engineering_ops.github.user,170
product_engineering_ops,github_github_source,stg_github__user,product_engineering_ops.github_github_source.stg_github__user,170
team_sandbox,data_engineering,event_log_db217004_e945_4b9f_8b56_1f9d5b36a11c,team_sandbox.data_engineering.event_log_db217004_e945_4b9f_8b56_1f9d5b36a11c,170
rds,pg_rds_enterprise_public,enterprise_integration_configuration,rds.pg_rds_enterprise_public.enterprise_integration_configuration,166
system,serving,served_entities,system.serving.served_entities,163
product_engineering_ops,launchdarkly,feature_flag_variation,product_engineering_ops.launchdarkly.feature_flag_variation,163
product_engineering_ops,github,team_membership,product_engineering_ops.github.team_membership,162
product_engineering_ops,github,repository,product_engineering_ops.github.repository,146
product_engineering_ops,github_github_source,stg_github__repository,product_engineering_ops.github_github_source.stg_github__repository,146
crm,salesforce,user,crm.salesforce.user,143
crm,sfdc,__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_user_1,crm.sfdc.__materialization_mat_643b8a70_135a_4920_afa5_5f8a6cef52a2_user_1,142
product_engineering_ops,github,label,product_engineering_ops.github.label,141
product_engineering_ops,github_github_source,stg_github__label,product_engineering_ops.github_github_source.stg_github__label,141
system,mlflow,runs_latest,system.mlflow.runs_latest,131
rds,pg_rds_public,user_features,rds.pg_rds_public.user_features,127
team_sandbox,data_engineering,bf_backfill,team_sandbox.data_engineering.bf_backfill,125
team_sandbox,data_engineering,external_brookfield_future,team_sandbox.data_engineering.external_brookfield_future,120
rds,pg_rds_public,yardi_integrations,rds.pg_rds_public.yardi_integrations,116
team_sandbox,data_engineering,external_brookfield_yardi,team_sandbox.data_engineering.external_brookfield_yardi,115
team_sandbox,data_engineering,external_brookfield_property_list,team_sandbox.data_engineering.external_brookfield_property_list,115
team_sandbox,data_engineering,bf_future_updated,team_sandbox.data_engineering.bf_future_updated,115
system,information_schema,schemata,system.information_schema.schemata,113
rds,pg_rds_public,property_owners,rds.pg_rds_public.property_owners,112
rds,icfr,banned_company_names,rds.icfr.banned_company_names,109
system,information_schema,table_constraints,system.information_schema.table_constraints,108
system,information_schema,constraint_column_usage,system.information_schema.constraint_column_usage,108
system,information_schema,constraint_table_usage,system.information_schema.constraint_table_usage,108
system,information_schema,key_column_usage,system.information_schema.key_column_usage,108
team_sandbox,cda,ec_cl_historical,team_sandbox.cda.ec_cl_historical,99
product,fde,bal_sfdc_accounts_eligible_for_bal_sheet_1,product.fde.bal_sfdc_accounts_eligible_for_bal_sheet_1,94
team_sandbox,mehta_dbx,abnormal_churn,team_sandbox.mehta_dbx.abnormal_churn,93
product,fde,bal_sfdc_accounts_eligible_for_bal_cleaned_names,product.fde.bal_sfdc_accounts_eligible_for_bal_cleaned_names,91
team_sandbox,rev_ops,abnormal_churn,team_sandbox.rev_ops.abnormal_churn,91
team_sandbox,rev_ops,pgim_property_list_rca_sheet_1,team_sandbox.rev_ops.pgim_property_list_rca_sheet_1,88
team_sandbox,mehta_dbx,aln_snappt_customer_lookup,team_sandbox.mehta_dbx.aln_snappt_customer_lookup,86
product_engineering_ops,github,security_cwe,product_engineering_ops.github.security_cwe,83
product_engineering_ops,launchdarkly,feature_flag,product_engineering_ops.launchdarkly.feature_flag,81
rds,pg_rds_public,applicant_submission_backup,rds.pg_rds_public.applicant_submission_backup,73
system,information_schema,row_filters,system.information_schema.row_filters,71
product,ov,signed_msa,product.ov.signed_msa,58
product_engineering_ops,github,issue_referenced,product_engineering_ops.github.issue_referenced,57
product_engineering_ops,github_github_source,stg_github__repo_team,product_engineering_ops.github_github_source.stg_github__repo_team,55
product_engineering_ops,github,repo_team,product_engineering_ops.github.repo_team,55
system,information_schema,referential_constraints,system.information_schema.referential_constraints,54
product,ov,iv_rollout_date,product.ov.iv_rollout_date,52
team_sandbox,mehta_dbx,territory_assignment,team_sandbox.mehta_dbx.territory_assignment,51
rds,pg_rds_public,api_keys,rds.pg_rds_public.api_keys,49
team_sandbox,mehta_dbx,state_regions,team_sandbox.mehta_dbx.state_regions,49
team_sandbox,data_engineering,unity_brookfield_ids,team_sandbox.data_engineering.unity_brookfield_ids,48
rds,pg_rds_public,review_items_cleanup_backup,rds.pg_rds_public.review_items_cleanup_backup,44
rds,pg_rds_public,applicant_submission_document_sources_cleanup_backup,rds.pg_rds_public.applicant_submission_document_sources_cleanup_backup,44
rds,pg_rds_public,applicant_submissions_cleanup_backup,rds.pg_rds_public.applicant_submissions_cleanup_backup,44
team_sandbox,rev_ops,period_filter,team_sandbox.rev_ops.period_filter,42
rds,pg_rds_ax_public,migrations,rds.pg_rds_ax_public.migrations,38
product_engineering_ops,launchdarkly,feature_flag_environment_rule_clause,product_engineering_ops.launchdarkly.feature_flag_environment_rule_clause,35
system,information_schema,parameters,system.information_schema.parameters,33
system,compute,warehouses,system.compute.warehouses,32
product_engineering_ops,launchdarkly,feature_flag_environment_rule,product_engineering_ops.launchdarkly.feature_flag_environment_rule,31
rds,pg_rds_public,webhooks,rds.pg_rds_public.webhooks,29
crm,pendo_int_pendo,int_pendo__calendar_spine,crm.pendo_int_pendo.int_pendo__calendar_spine,27
rds,pg_rds_enterprise_public,migrations,rds.pg_rds_enterprise_public.migrations,26
rds,pg_rds_dp_income_validation_iv,calculation_status_codes,rds.pg_rds_dp_income_validation_iv.calculation_status_codes,23
system,information_schema,routines,system.information_schema.routines,20
rds,pg_rds_public,announcement_role,rds.pg_rds_public.announcement_role,20
product_engineering_ops,github,team,product_engineering_ops.github.team,19
team_sandbox,data_engineering,external_facing_fraud_type_definitions,team_sandbox.data_engineering.external_facing_fraud_type_definitions,19
product_engineering_ops,github_github_source,stg_github__team,product_engineering_ops.github_github_source.stg_github__team,19
system,information_schema,catalog_provider_share_usage,system.information_schema.catalog_provider_share_usage,18
system,information_schema,routine_privileges,system.information_schema.routine_privileges,18
rds,pg_rds_public,team,rds.pg_rds_public.team,18
team_sandbox,data_engineering,unity_av_mv_reporting_kpis,team_sandbox.data_engineering.unity_av_mv_reporting_kpis,18
product_engineering_ops,github,stargazer,product_engineering_ops.github.stargazer,17
system,information_schema,table_tags,system.information_schema.table_tags,17
crm,pendo_pendo,pendo__account_daily_metrics,crm.pendo_pendo.pendo__account_daily_metrics,16
system,information_schema,volumes,system.information_schema.volumes,15
system,information_schema,catalogs,system.information_schema.catalogs,15
rds,pg_rds_public,oban_peers,rds.pg_rds_public.oban_peers,14
crm,heap,_event_metadata,crm.heap._event_metadata,13
rds,pg_rds_public,role,rds.pg_rds_public.role,13
product_engineering_ops,launchdarkly,feature_flag_tag,product_engineering_ops.launchdarkly.feature_flag_tag,13
system,mlflow,experiments_latest,system.mlflow.experiments_latest,13
team_sandbox,data_engineering,test_churn_and_bookings_churn,team_sandbox.data_engineering.test_churn_and_bookings_churn,12
crm,sfdc_dbx,role_title_bridge,crm.sfdc_dbx.role_title_bridge,11
crm,pendo,application_history,crm.pendo.application_history,10
rds,pg_rds_public,features,rds.pg_rds_public.features,10
crm,pendo_stg_pendo,stg_pendo__application_history,crm.pendo_stg_pendo.stg_pendo__application_history,10
crm,google_sheets,iv_accuracy_data,crm.google_sheets.iv_accuracy_data,8
rds,pg_rds_public,dispute_categories,rds.pg_rds_public.dispute_categories,7
crm,pendo,step_history,crm.pendo.step_history,7
crm,pendo_stg_pendo,stg_pendo__guide_history,crm.pendo_stg_pendo.stg_pendo__guide_history,7
crm,sfdc_dbx,new_properties_with_features,crm.sfdc_dbx.new_properties_with_features,7
product_engineering_ops,launchdarkly,environment,product_engineering_ops.launchdarkly.environment,7
crm,pendo,guide_history,crm.pendo.guide_history,7
crm,pendo,guide_step_history,crm.pendo.guide_step_history,7
crm,pendo_stg_pendo,stg_pendo__guide_step_history,crm.pendo_stg_pendo.stg_pendo__guide_step_history,7
system,information_schema,storage_credentials,system.information_schema.storage_credentials,6
product_engineering_ops,launchdarkly,project,product_engineering_ops.launchdarkly.project,5
crm,pendo_stg_pendo,stg_pendo__feature_history,crm.pendo_stg_pendo.stg_pendo__feature_history,5
crm,pendo,user,crm.pendo.user,5
crm,pendo,track_type_rule_history,crm.pendo.track_type_rule_history,5
crm,pendo,track_type_history,crm.pendo.track_type_history,5
product_engineering_ops,launchdarkly,flag_default_project,product_engineering_ops.launchdarkly.flag_default_project,5
crm,pendo,feature_history,crm.pendo.feature_history,5
team_sandbox,data_engineering,modify_address_v2_validation_summary,team_sandbox.data_engineering.modify_address_v2_validation_summary,5
crm,pendo,feature_element_path_rule_history,crm.pendo.feature_element_path_rule_history,5
rds,pg_rds_av_av,document_ruling_codes,rds.pg_rds_av_av.document_ruling_codes,5
crm,pendo_stg_pendo,stg_pendo__user,crm.pendo_stg_pendo.stg_pendo__user,5
crm,pendo_stg_pendo,stg_pendo__page_rule_history,crm.pendo_stg_pendo.stg_pendo__page_rule_history,4
crm,pendo_stg_pendo,stg_pendo__page_history,crm.pendo_stg_pendo.stg_pendo__page_history,4
rds,pg_rds_public,announcement,rds.pg_rds_public.announcement,4
product_engineering_ops,launchdarkly,feature_flag_environment_context_target,product_engineering_ops.launchdarkly.feature_flag_environment_context_target,4
team_sandbox,machine_learning,temp_payload,team_sandbox.machine_learning.temp_payload,4
product_engineering_ops,launchdarkly,feature_flag_environment_target,product_engineering_ops.launchdarkly.feature_flag_environment_target,4
system,information_schema,external_locations,system.information_schema.external_locations,4
crm,pendo,page_history,crm.pendo.page_history,4
crm,pendo,page_rule_history,crm.pendo.page_rule_history,4
rds,pg_rds_public,fraud_result_types,rds.pg_rds_public.fraud_result_types,3
rds,pg_rds_public,owners,rds.pg_rds_public.owners,3
rds,pg_rds_av_av,audit_decision_codes,rds.pg_rds_av_av.audit_decision_codes,3
system,information_schema,connections,system.information_schema.connections,3
product_engineering_ops,launchdarkly,segment,product_engineering_ops.launchdarkly.segment,2
rds,pg_rds_public,users_owners,rds.pg_rds_public.users_owners,2
system,information_schema,providers,system.information_schema.providers,2
system,information_schema,metastore_privileges,system.information_schema.metastore_privileges,2
product_engineering_ops,github,repository_topic,product_engineering_ops.github.repository_topic,2
rds,pg_rds_av_av,document_error_codes,rds.pg_rds_av_av.document_error_codes,2
team_sandbox,data_engineering,temp_new_salesforce_properties,team_sandbox.data_engineering.temp_new_salesforce_properties,2
rds,pg_rds_ax_public,typeorm_metadata,rds.pg_rds_ax_public.typeorm_metadata,2
team_sandbox,product_engineering,dr_manual_review_backlog_dashboard_rebuild,team_sandbox.product_engineering.dr_manual_review_backlog_dashboard_rebuild,1
product_engineering_ops,launchdarkly,segment_tags,product_engineering_ops.launchdarkly.segment_tags,1
rds,pg_rds_public,settings,rds.pg_rds_public.settings,1
team_sandbox,operations,current_month_edited_percentage,team_sandbox.operations.current_month_edited_percentage,1
team_sandbox,product_marketing,snappt_website_metrics,team_sandbox.product_marketing.snappt_website_metrics,1
crm,census,current_month_edited_percentage,crm.census.current_month_edited_percentage,1
crm,pendo,group,crm.pendo.group,1
crm,pendo_stg_pendo,stg_pendo__group,crm.pendo_stg_pendo.stg_pendo__group,1
rds,pg_rds_ax_public,api_keys,rds.pg_rds_ax_public.api_keys,1
system,information_schema,metastores,system.information_schema.metastores,1
system,information_schema,information_schema_catalog_name,system.information_schema.information_schema_catalog_name,1
rds,_fivetran_setup_test,setup_test_staging_44ba0291_6d0c_4a81_b42b_e29aa751aecc,rds._fivetran_setup_test.setup_test_staging_44ba0291_6d0c_4a81_b42b_e29aa751aecc,0
rds,_fivetran_setup_test,setup_test_staging_263999a9_137a_4be8_b4e7_063b27a67267,rds._fivetran_setup_test.setup_test_staging_263999a9_137a_4be8_b4e7_063b27a67267,0
