Primary Identifier	Status	Error Reason	Source Record Payload		Error Reason																				
202c3bb2-0747-4638-bc3b-7ed5bdb8b46d	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"22 Robeson Street\",\"bank_statement\":\"2\",\"city\":\"Somerville\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"AvalonSomervilleStation@avalonbay.com\",\"entity_name\":\"NJ033\",\"logo\":null,\"name\":\"Avalon Somerville Station\",\"paystub\":\"2\",\"phone\":\"9086980542\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"202c3bb2-0747-4638-bc3b-7ed5bdb8b46d\",\"salesforce_property_id\":\"a01Dn00000HHHYAIA5\",\"short_id\":\"sNzO1vy52z\",\"snappt_property_id\":\"e400c0b1-57e9-4a6a-b290-5c48a7d4e6ef\",\"status\":\"ACTIVE\",\"unit\":\"374\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"08876\"}"																						
001be7a2-8b6b-407e-a63c-51dced4f5c1d	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"22122 Victory Blvd\",\"bank_statement\":\"2\",\"city\":\"Woodland Hills\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"eaveswoodlandhills@eavesbyavalon.com\",\"entity_name\":\"CA574\",\"logo\":null,\"name\":\"eaves Woodland Hills\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"001be7a2-8b6b-407e-a63c-51dced4f5c1d\",\"salesforce_property_id\":\"a01Dn00000HHMFzIAP\",\"short_id\":\"AOV7PCzgxY\",\"snappt_property_id\":\"8b087801-2227-4933-a52e-e9899e23c4a5\",\"status\":\"ACTIVE\",\"unit\":\"883\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"91367\"}"																						
148b7b9b-7494-4f4d-9ba6-b557ceed19dc	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"3349 Lunar Sky St.\",\"bank_statement\":\"2\",\"city\":\"North Las Vegas\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"scrmgr@amcllc.com\",\"entity_name\":null,\"logo\":null,\"name\":\"Suncrest Townhomes - SCR\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"148b7b9b-7494-4f4d-9ba6-b557ceed19dc\",\"salesforce_property_id\":\"a01Dn00000HHrX8IAL\",\"short_id\":\"36dda0c322\",\"snappt_property_id\":\"0dfa2b44-bef5-4cea-8e17-a641e9ae2204\",\"status\":\"ACTIVE\",\"unit\":\"95\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"89032\"}"																						
eef8c888-77d2-4dc4-a179-44bb16c0c808	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"10250 W Mississippi Ave\",\"bank_statement\":\"2\",\"city\":\"Lakewood\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"lvhmgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Lakeview Heights - LVH\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"eef8c888-77d2-4dc4-a179-44bb16c0c808\",\"salesforce_property_id\":\"a01Dn00000HHQk6IAH\",\"short_id\":\"a12c92edcf\",\"snappt_property_id\":\"67f49a50-135c-4615-9f45-ac5230ea408a\",\"status\":\"ACTIVE\",\"unit\":\"90\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"80226\"}"																						
63e6792e-151c-4224-920b-4dbe65b92e4d	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"3651 N. Rancho Dr\",\"bank_statement\":\"2\",\"city\":\"Las Vegas\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"cpgmgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Cypress Springs - CPG\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"63e6792e-151c-4224-920b-4dbe65b92e4d\",\"salesforce_property_id\":\"a01Dn00000HHLpsIAH\",\"short_id\":\"2f7312a0bb\",\"snappt_property_id\":\"6c3df878-3c1f-44b8-afe4-628e58f2b7da\",\"status\":\"ACTIVE\",\"unit\":\"144\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"89130\"}"																						
72e8205e-ddf5-4b88-8dfe-f564b42975a9	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"236 S Los Angeles St\",\"bank_statement\":\"2\",\"city\":\"Los Angeles\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalittletokyo@avaapartments.com\",\"entity_name\":\"CA087\",\"logo\":null,\"name\":\"AVA Little Tokyo\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"72e8205e-ddf5-4b88-8dfe-f564b42975a9\",\"salesforce_property_id\":\"a01Dn00000HHHKnIAP\",\"short_id\":\"GIbDw8BxcI\",\"snappt_property_id\":\"d0ecbbc3-b904-4c80-b83f-0be22302a965\",\"status\":\"ACTIVE\",\"unit\":\"280\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"90012\"}"																						
3d277a61-9ac5-44a5-8be7-f41aeb40935c	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"175 & 195 Nova Albion Way\",\"bank_statement\":\"2\",\"city\":\"San Rafael\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"novamgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Nova at Terra Linda - NOVA\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"3d277a61-9ac5-44a5-8be7-f41aeb40935c\",\"salesforce_property_id\":\"a01UL00000QBoiVYAT\",\"short_id\":\"3d7635785c\",\"snappt_property_id\":\"88535272-6620-46d1-b473-16f78ee876f6\",\"status\":\"ACTIVE\",\"unit\":\"70\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"94903\"}"																						
b37e9792-c54a-481a-89bd-29dfba0a96e4	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"14352 South Via Molvero Way\",\"bank_statement\":\"2\",\"city\":\"Herriman\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"selamgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Sorella - SELA\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"b37e9792-c54a-481a-89bd-29dfba0a96e4\",\"salesforce_property_id\":\"a01Dn00000HHY0KIAX\",\"short_id\":\"9e84b8e1e2\",\"snappt_property_id\":\"55275231-25d1-4a4f-a41d-27543b96a987\",\"status\":\"ACTIVE\",\"unit\":\"219\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"84096\"}"																						
d6c9277b-56df-4043-95ee-85f6182ab1bd	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted pickli...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"1598 Mesquite Drive\",\"bank_statement\":\"2\",\"city\":\"Salinas\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"mwrmgr@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Montecito at Williams Ranch - MWR\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"d6c9277b-56df-4043-95ee-85f6182ab1bd\",\"salesforce_property_id\":\"a01Dn00000HHlkCIAT\",\"short_id\":\"bd587cb7f8\",\"snappt_property_id\":\"79be41ab-e1f5-4a98-8b07-cd28b9146bed\",\"status\":\"ACTIVE\",\"unit\":\"132\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"93905\"}"																						
feb23495-8cc7-4b99-a950-27fc55b40933	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"20 North Ave\",\"bank_statement\":\"2\",\"city\":\"San Rafael\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"mcinnispark@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"McInnis Park - MPK\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"feb23495-8cc7-4b99-a950-27fc55b40933\",\"salesforce_property_id\":\"a01Dn00000HHSOjIAP\",\"short_id\":\"b28896fbfa\",\"snappt_property_id\":\"4843e5f6-c0ad-4a5b-8673-593379e2930a\",\"status\":\"ACTIVE\",\"unit\":\"98\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"94903\"}"																						
57923a57-0096-45ee-a69c-6e69f1ea9d64	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Inhabit. You can look up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739)ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68150 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Inhabit\",\"address\":\"2300 Palisades Drive\",\"bank_statement\":\"2\",\"city\":\"Corona\",\"company_id\":\"fcef35fc-516f-4d2a-9898-2dd4a9a8676e\",\"company_name\":\"Inhabit\",\"company_short_id\":\"syg19UbbTq\",\"email\":\"palisadesatsierradeloro@amcllc.net\",\"entity_name\":null,\"logo\":null,\"name\":\"Palisades at Sierra Del Oro - PDO\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"57923a57-0096-45ee-a69c-6e69f1ea9d64\",\"salesforce_property_id\":\"a01Dn00000HHmqgIAD\",\"short_id\":\"7ad51c830b\",\"snappt_property_id\":\"b84eba56-0f51-4edd-9dff-55dff692fb7d\",\"status\":\"ACTIVE\",\"unit\":\"288\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"92882\"}"																						
c494946e-f5b5-4b82-ab0e-7c0122a26b70	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"2400 Vauxhall Rd\",\"bank_statement\":\"2\",\"city\":\"Union\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"avalonunion@avalonbay.com\",\"entity_name\":\"NJ026\",\"logo\":null,\"name\":\"Avalon Union\",\"paystub\":\"2\",\"phone\":\"9082064620\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"c494946e-f5b5-4b82-ab0e-7c0122a26b70\",\"salesforce_property_id\":\"a01Dn00000HHHYVIA5\",\"short_id\":\"ce2bfc2fa5\",\"snappt_property_id\":\"97077dd1-58eb-4f45-bce7-619f626b415b\",\"status\":\"ACTIVE\",\"unit\":\"202\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"07083\"}"																						
799af98b-4c8a-40f2-bcea-1caf736421ac	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: Yardi Systems. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"Yardi Systems\",\"address\":\"5079 Bradley Blvd.\",\"bank_statement\":\"2\",\"city\":\"Chevy Chase\",\"company_id\":\"bf187a98-1a1f-4303-9df1-2e0e85e73ad2\",\"company_name\":\"Yardi Systems\",\"company_short_id\":\"VgfbaBafMU\",\"email\":\"thefieldsofbethesda.pm@kettler.com\",\"entity_name\":null,\"logo\":null,\"name\":\"The Fields of Bethesda - Voucher\",\"paystub\":\"2\",\"phone\":null,\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"799af98b-4c8a-40f2-bcea-1caf736421ac\",\"salesforce_property_id\":\"a01Dn00000HHN4QIAX\",\"short_id\":\"2079d6c629\",\"snappt_property_id\":\"e61792bb-0366-4f1c-a056-529cf91cb3c9\",\"status\":\"ACTIVE\",\"unit\":\"1\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"20815-6528\"}"																						
dab00a9b-cacb-4d22-90f7-04fce112f466	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"151 Capital Avenue\",\"bank_statement\":\"2\",\"city\":\"Mooresville\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"AvalonMooresville@avalonbay.com\",\"entity_name\":\"NC007\",\"logo\":null,\"name\":\"Avalon Mooresville\",\"paystub\":\"2\",\"phone\":\"7042868416\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"dab00a9b-cacb-4d22-90f7-04fce112f466\",\"salesforce_property_id\":\"a01Dn00000HHKqYIAX\",\"short_id\":\"bjPcZAowt5\",\"snappt_property_id\":\"c1eda4eb-e442-4321-9c8b-3d8e0524ed7d\",\"status\":\"ACTIVE\",\"unit\":\"203\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"28117\"}"																						
41f9daf4-a3fc-4cb7-8641-c14341517521	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"2175 Decoto Road\",\"bank_statement\":\"2\",\"city\":\"Union City\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"eavesunioncity@eavesbyavalon.com\",\"entity_name\":\"CA027\",\"logo\":null,\"name\":\"eaves Union City\",\"paystub\":\"2\",\"phone\":\"5104316918\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"41f9daf4-a3fc-4cb7-8641-c14341517521\",\"salesforce_property_id\":\"a01Dn00000HHMFuIAP\",\"short_id\":\"698845a4d5\",\"snappt_property_id\":\"694ca5d0-60f7-4712-8aee-1b2224c4a452\",\"status\":\"ACTIVE\",\"unit\":\"208\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"94587\"}"																						
6c23f98b-6440-43fc-bfe3-193d559630b0	Rejected	CANNOT_EXECUTE_FLOW_TRIGGER:We can't save this record because the “Product Property | After | Rollup Flow” process failed. Give your Salesforce admin these details. This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property Created By: bad value for restricted picklist field: AvalonBay Communities. You can look up ExceptionCode values in the SOAP API Developer Guide.---This error occurred when the flow tried to update records: INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST: FDE Property C...ok up ExceptionCode values in the SOAP API Developer Guide. Error ID: 1633377671-68147 (1999194739):--	"{\"IsPartnerProperty\":\"1\",\"PropertyCreatedBy\":\"AvalonBay Communities\",\"address\":\"200 Bay Drive\",\"bank_statement\":\"2\",\"city\":\"Sudbury\",\"company_id\":\"e941b225-8fb5-479c-a5d4-fc23692ccb1c\",\"company_name\":\"AvalonBay Communities\",\"company_short_id\":\"2ThHFslqV4\",\"email\":\"AvalonSudbury@avalonbay.com\",\"entity_name\":\"MA054\",\"logo\":null,\"name\":\"Avalon Sudbury\",\"paystub\":\"2\",\"phone\":\"9782917373\",\"phone_is_required\":\"1\",\"product_type\":\"FDE\",\"reverse_etl_id\":\"6c23f98b-6440-43fc-bfe3-193d559630b0\",\"salesforce_property_id\":\"a01Dn00000HHHYIIA5\",\"short_id\":\"rFCKoou2sB\",\"snappt_property_id\":\"ba3523cb-3f3a-4e82-8fff-bc0677089751\",\"status\":\"ACTIVE\",\"unit\":\"250\",\"unit_is_required\":\"1\",\"website\":null,\"zip\":\"01776\"}"																						
